city,country,population,area,pollutant,year,emissions
Tbilisi,Georgia,1150902.964,321,NH3,1970,0.015668171
Dortmund,Germany,5837624.695,6303,NH3,1970,0.127664894
Dusseldorf,Germany,1003149.106,661,NH3,1970,0.004295907
Cologne,Germany,3178671.816,3263,NH3,1970,0.02522229
Mannheim,Germany,1695402.917,2160,NH3,1970,0.03304581
Frankfurt am Main,Germany,3025700.469,3323,NH3,1970,0.071400203
Stuttgart,Germany,2234166.177,2159,NH3,1970,0.025909759
Hanover,Germany,1111169.521,1883,NH3,1970,0.028766375
Hamburg,Germany,2686299.776,3206,NH3,1970,0.074959181
Nuremberg,Germany,1230838.86,1874,NH3,1970,0.02442532
Munich,Germany,2435209.287,2638,NH3,1970,0.033718284
Berlin,Germany,4290482.744,3572,NH3,1970,0.042465985
Kumasi,Ghana,3234531.771,1029,NH3,1970,0
Accra,Ghana,4786265.398,1934,NH3,1970,0
Thessaloniki,Greece,1041904.908,1107,NH3,1970,0.005785772
Athens,Greece,3747423.879,2246,NH3,1970,0.023180202
Guatemala City,Guatemala,3464817.451,1421,NH3,1970,0
Conakry,Guinea,2533177.458,709,NH3,1970,1.15E-05
Port-au-Prince,Haiti,2847436.081,508,NH3,1970,0.034101084
Tegucigalpa,Honduras,1148517.185,862,NH3,1970,0.032823451
Hong Kong,HongKong,5845663.067,684,NH3,1970,0.003815024
Sha Tin,HongKong,1303459.23,282,NH3,1970,4.71E-04
Budapest,Hungary,2822154.572,4197,NH3,1970,0.148217335
Srinagar,India,1298095.017,402,NH3,1970,94.73325348
Jammu,India,1155695.869,345,NH3,1970,124.4116821
Rajkot,India,1454166.416,323,NH3,1970,5.82E-04
Amritsar,India,1348034.974,431,NH3,1970,117.3695602
Jodhpur,India,1553529.958,408,NH3,1970,17.64418793
Jalandhar,India,1193165.847,369,NH3,1970,104.2370148
Ahmedabad,India,7293273.589,1133,NH3,1970,0.011458172
Ludhiana,India,2130483.697,627,NH3,1970,180.9299164
Surat,India,5704834.35,680,NH3,1970,8.50E-06
Vadodara,India,2280235.373,591,NH3,1970,0.002205496
Chandigarh,India,2513988.318,769,NH3,1970,168.5734863
Silvassa,India,1139259.609,374,NH3,1970,0.014729015
Vasai-Virar,India,1487095.458,292,NH3,1970,0.002673829
Mumbai,India,22277275.07,2367,NH3,1970,0.007370577
Jaipur,India,4070557.213,799,NH3,1970,108.669548
Delhi [New Delhi],India,30076707.75,5569,NH3,1970,648.1105347
Saharanpur,India,1260280.286,225,NH3,1970,70.06433105
Nashik,India,1897850.971,485,NH3,1970,0.012222571
Dehradun,India,1157124.995,284,NH3,1970,90.42983246
Kota,India,1147922.819,287,NH3,1970,25.46154785
Pune,India,7292984.881,1558,NH3,1970,0.007218144
Haridwar,India,1056634.655,361,NH3,1970,114.0324478
Meerut,India,2422104.313,577,NH3,1970,105.117897
Indore,India,3288988.097,809,NH3,1970,103.292099
Kolhapur,India,1055484.07,279,NH3,1970,2.27E-05
Aligarh,India,1749764.904,338,NH3,1970,48.24358368
Moradabad,India,1842998.238,420,NH3,1970,57.9453392
Agra,India,2737028.22,535,NH3,1970,53.08062744
Aurangabad,India,1861221.885,345,NH3,1970,53.08476257
Sangli,India,1027678.637,225,NH3,1970,0
Gwalior,India,1602739.67,232,NH3,1970,11.59806728
Bareilly,India,1761174.35,294,NH3,1970,50.43225098
Bhopal,India,2239295.73,500,NH3,1970,93.08167267
Mangaluru,India,1574536.591,764,NH3,1970,4.87E-04
Solapur,India,1145587.297,280,NH3,1970,8.77E-04
Farrukhabad,India,1028592.723,76,NH3,1970,13.27447224
Shahjahanpur,India,1044912.378,218,NH3,1970,41.50479126
Kannur,India,1602872.645,754,NH3,1970,8.11E-04
Hardoi,India,1195723.57,52,NH3,1970,9.271043777
Thalassery,India,1480750.513,610,NH3,1970,0
Kozhikode,India,2598494.423,993,NH3,1970,0.004689667
Guruvayur,India,2981880.877,1571,NH3,1970,5.32E-04
Malappuram,India,1166411.943,611,NH3,1970,6.29E-04
Lakhimpur,India,1001347.212,55,NH3,1970,17.91906738
Kanpur,India,4341524.85,807,NH3,1970,166.6303864
Lucknow,India,5244876.156,1203,NH3,1970,315.4035339
Mysuru,India,1460486.325,377,NH3,1970,0
Kochi,India,4079939.196,2029,NH3,1970,4.28E-05
Nagpur,India,3187285.474,835,NH3,1970,323.9842529
Kollam,India,2802508.962,1540,NH3,1970,2.88E-04
Jabalpur,India,1706855.623,362,NH3,1970,31.03869247
Ettumanoor,India,1314887.258,699,NH3,1970,0
Hyderabad,India,8859344.664,1904,NH3,1970,31.63898087
Coimbatore,India,2672462.042,1076,NH3,1970,0.004349071
Bengaluru,India,11934852.47,2054,NH3,1970,0.003603093
Gonda,India,1074099.876,66,NH3,1970,18.35717583
Thiruvananthapuram,India,2850517.817,1078,NH3,1970,6.80E-05
Tiruppur,India,1537199.414,569,NH3,1970,0.001706521
Faizabad,India,1955325.891,395,NH3,1970,131.3583679
Sultanpur,India,1243185.486,103,NH3,1970,30.16843414
Erode,India,1582499.266,579,NH3,1970,0
Prayagraj,India,3244738.058,349,NH3,1970,76.12624359
Salem,India,1831357.1,518,NH3,1970,3.99E-04
Madurai,India,2033424.922,388,NH3,1970,2.10E-05
Gorakhpur,India,2186425.928,506,NH3,1970,0.015658824
Tiruchirappalli,India,1389313.673,404,NH3,1970,0.001991237
Varanasi,India,5147432.437,1417,NH3,1970,0.037082814
Durg,India,1235052.616,331,NH3,1970,133.3891602
Vellore,India,1342765.622,497,NH3,1970,2.47E-04
Raipur,India,1590781.072,504,NH3,1970,211.1851196
Bilaspur,India,1010597.507,299,NH3,1970,74.88931274
Kuchai Kot,India,1628994.827,823,NH3,1970,0.015821625
Vijayawada,India,1551704.548,314,NH3,1970,0.038872696
Puducherry,India,1008954.188,274,NH3,1970,5.16E-05
Chennai,India,10577189.25,2070,NH3,1970,0.005444986
Muzaffarpur,India,1953556.401,621,NH3,1970,0.015172372
Patna,India,3062410.201,316,NH3,1970,4.44E-04
Gaya,India,1042313.279,188,NH3,1970,1.14E-04
Visakhapatnam,India,1889151.911,443,NH3,1970,23.22358131
Begusarai,India,1150857.224,249,NH3,1970,0.003944615
Ranchi,India,1789434.178,459,NH3,1970,0
Dhanbad,India,2233108.224,755,NH3,1970,0.008657692
Jamshedpur,India,1807392.369,265,NH3,1970,0.002130007
Asansol,India,3483728.879,818,NH3,1970,0.016345084
Bhubaneshwar,India,1156974.193,301,NH3,1970,6.42E-04
Berhampore,India,1585052.492,427,NH3,1970,0.008984677
Tamluk,India,2162558.018,900,NH3,1970,0.013945417
Kolkata,India,23129019.57,4586,NH3,1970,0.05908706
Kolkata,India,1506343.549,651,NH3,1970,0.011695528
Guwahati,India,1380917.206,521,NH3,1970,0.012980859
Imphal,India,1102315.384,609,NH3,1970,0.023906779
Medan,Indonesia,4546313.155,1723,NH3,1970,5.57E-04
Padang,Indonesia,1034213.236,392,NH3,1970,125.2693558
Pekanbaru,Indonesia,1092048.946,631,NH3,1970,75.7427597
Batam City,Indonesia,1034146.55,331,NH3,1970,41.30575943
Palembang,Indonesia,2010909.398,625,NH3,1970,1.270964861
Bandar Lampung,Indonesia,1373041.538,484,NH3,1970,1.248551846
Jakarta,Indonesia,3777015.477,1298,NH3,1970,1.209754705
Jakarta,Indonesia,29753582.45,5292,NH3,1970,1.080803394
Jakarta,Indonesia,1651451.858,657,NH3,1970,0.625231385
Jakarta,Indonesia,1727806.558,617,NH3,1970,0.060543079
Jakarta,Indonesia,2898313.046,1737,NH3,1970,0.0400985
Bandung,Indonesia,9310750.844,2312,NH3,1970,1.003951192
Garut,Indonesia,2043805.038,710,NH3,1970,3.931617737
Tasikmalaya,Indonesia,2456059.973,1130,NH3,1970,6.86609745
Cirebon,Indonesia,2725179.943,1225,NH3,1970,0.330187976
Tegal,Indonesia,3454395.572,1565,NH3,1970,9.570703506
Purwokerto,Indonesia,3050149.124,1735,NH3,1970,5.214138508
Pekalongan,Indonesia,1530751.901,668,NH3,1970,3.386536598
Temanggung,Indonesia,1017174.152,682,NH3,1970,11.19749355
Semarang,Indonesia,4086893.982,2082,NH3,1970,8.261590004
Yogyakarta,Indonesia,7463686.599,4298,NH3,1970,3.196481705
Magelang,Indonesia,1046216.253,632,NH3,1970,2.379654169
Pati,Indonesia,2363946.103,1420,NH3,1970,1.603544235
Madiun,Indonesia,1678612.452,1155,NH3,1970,0.235759929
Jombang,Indonesia,4479675.363,2768,NH3,1970,0.569154561
Mojokerto,Indonesia,1084952.269,606,NH3,1970,0.695034981
Surabaya,Indonesia,10752964.44,4278,NH3,1970,4.276082039
Jember,Indonesia,2041651.872,1290,NH3,1970,6.722578049
Denpasar,Indonesia,2478880.69,1032,NH3,1970,1.1561445
Banjarmasin,Indonesia,1360146.279,706,NH3,1970,0.609188974
Mataram,Indonesia,1287364.873,634,NH3,1970,126.2534332
Samarinda,Indonesia,1114038.753,495,NH3,1970,0.171110794
Makassar,Indonesia,2508648.686,945,NH3,1970,0.761744618
Tabriz,Iran,1839113.717,892,NH3,1970,0.011992562
Kermanshah,Iran,1054613.31,249,NH3,1970,0.081407696
Ahwaz,Iran,1391063.809,588,NH3,1970,0.091231778
Tehran,Iran,13408679.7,3332,NH3,1970,0.696047544
Qom,Iran,1062501.839,260,NH3,1970,0.015146157
Isfahan,Iran,2515160.315,1031,NH3,1970,0.013198671
Shiraz,Iran,1493433.009,578,NH3,1970,0.001954085
Mashhad,Iran,3181980.715,830,NH3,1970,366.6950378
Mosul,Iraq,1218694.949,453,NH3,1970,0.003775117
Erbil,Iraq,1461345.916,725,NH3,1970,0.012702809
Baghdad,Iraq,6245609.021,2252,NH3,1970,0.350775182
Najaf,Iraq,1070856.906,189,NH3,1970,0.03973718
Ad Diwaniyah,Iraq,1068653.113,200,NH3,1970,0.001003517
